record_id,timestamp,shc_code,origin_destination,dg_class,packaging_type,handling_error_count,previous_incident_count,cargo_weight_kg,temperature_celsius,humidity_percentage,weather_condition,safety_staff_count,shipper_id,doc_audit_result,incident_flag
DG_000969,2025-04-30 23:52:41,ICE,MXP-JED,9,Plastic,2,3,9590.35,36.46,52.62,Clear,22,SHIP_0244,0,1
DG_000970,2025-06-02 03:42:19,ELI,MAA-JED,8,Fiber,6,1,15665.17,28.7,29.25,Rain,43,SHIP_0210,1,1
DG_000971,2025-05-07 12:03:34,RCL,MAA-JED,8,Metal,6,1,6063.99,29.09,13.39,Extreme Heat,6,SHIP_0084,0,0
DG_000972,2025-10-01 08:56:26,ICE,AMS-JED,2.1,Metal,5,2,3151.06,35.19,20.27,Fog,14,SHIP_0323,1,0
DG_000973,2025-03-30 03:39:19,MAG,OSL-JED,8,Fiber,3,7,28214.83,0.61,85.25,Clear,6,SHIP_0243,0,1
DG_000974,2025-04-30 18:59:23,RFL,FRA-JED,3,Fiber,4,1,12021.74,13.29,13.73,Clear,3,SHIP_0167,0,0
DG_000975,2025-03-02 00:56:22,ELM,MAA-JED,3,CTMV,3,1,17270.84,2.92,54.76,Rain,36,SHIP_0395,0,0
DG_000976,2025-08-06 15:39:35,ICE,PVG-JED,2.2,Fiber,2,0,10048.83,11.53,41.62,Extreme Heat,44,SHIP_0344,0,1
DG_000977,2025-08-22 22:59:55,ICE,FRA-JED,5,Plastic,4,2,26700.26,1.1,45.56,Fog,30,SHIP_0083,0,0
DG_000978,2025-11-23 17:24:16,ICE,JFK-JED,3,Metal,2,8,22791.2,3.13,41.26,Clear,22,SHIP_0391,0,1
DG_000979,2025-10-17 14:43:17,RFL,PVG-JED,2.1,Fiber,2,3,23076.14,40.03,19.77,Clear,25,SHIP_0061,1,0
DG_000980,2025-08-30 11:54:06,ICE,DXB-JED,3,Metal,1,4,4688.79,38.26,44.26,Storm,31,SHIP_0241,0,0
DG_000981,2025-06-22 02:44:00,ICE,MXP-JED,5,Plastic,5,2,7190.39,9.78,42.35,Clear,25,SHIP_0375,0,0
DG_000982,2025-03-13 16:13:31,CAO,JFK-JED,9,Plastic,4,3,3361.34,39.92,57.3,Storm,3,SHIP_0233,1,1
DG_000983,2025-05-29 21:30:53,MAG,DXB-JED,5,CTMV,3,3,35882.84,37.15,76.0,Clear,4,SHIP_0266,0,0
DG_000984,2025-06-20 21:19:55,MAG,JFK-JED,2.1,Plastic,4,3,31036.01,39.52,56.27,Rain,21,SHIP_0381,1,0
DG_000985,2025-11-30 13:18:21,MAG,FRA-JED,3,Plastic,3,6,15705.38,25.97,40.51,Fog,15,SHIP_0056,0,0
DG_000986,2025-06-18 19:07:34,ELI,AMS-JED,6,Fiber,3,2,33819.86,26.3,12.56,Storm,49,SHIP_0382,0,0
DG_000987,2025-11-29 00:19:08,ICE,AMS-JED,6,Plastic,6,0,28662.59,2.33,18.39,Rain,19,SHIP_0065,0,1
DG_000988,2025-08-24 07:52:43,ICE,MAA-JED,3,Metal,6,0,21470.25,35.53,37.09,Clear,26,SHIP_0115,0,0
DG_000989,2025-03-28 15:26:36,ICE,PVG-JED,3,CTMV,5,3,15029.25,22.91,79.97,Rain,2,SHIP_0133,1,1
DG_000990,2025-11-22 22:53:30,RFL,PVG-JED,2.2,Plastic,3,1,18587.46,8.12,47.6,Fog,23,SHIP_0230,0,0
DG_000991,2025-05-30 15:40:03,CAO,OSL-JED,3,Metal,4,2,21007.46,0.6,38.19,Clear,43,SHIP_0077,0,1
DG_000992,2025-06-11 17:49:40,MAG,OSL-JED,9,Plastic,3,1,14846.68,0.89,37.65,Rain,35,SHIP_0107,1,0
DG_000993,2025-10-29 17:57:46,RCL,HAM-JED,6,Plastic,2,1,31736.26,22.71,68.0,Storm,36,SHIP_0028,0,0
DG_000994,2025-10-16 01:14:14,ICE,AMS-JED,2.1,Fiber,8,6,4761.52,33.13,66.64,Extreme Heat,44,SHIP_0305,0,0
DG_000995,2025-11-12 18:40:21,RFL,FRA-JED,2.1,IBC,6,3,9775.07,31.11,7.22,Extreme Heat,10,SHIP_0047,0,0
DG_000996,2025-05-16 19:48:31,RCL,HAM-JED,9,Plastic,7,2,10766.42,4.26,39.8,Storm,30,SHIP_0145,0,0
DG_000997,2025-08-13 02:34:56,MAG,JFK-JED,2.2,Fiber,2,1,15653.14,26.09,13.22,Clear,16,SHIP_0363,0,0
DG_000998,2025-04-14 13:47:33,ICE,FRA-JED,4,CTMV,5,3,28661.47,26.17,36.28,Rain,8,SHIP_0047,0,0
DG_000999,2025-09-28 11:41:21,ICE,HAM-JED,4,Metal,4,5,35784.42,27.91,89.75,Clear,32,SHIP_0199,0,0
DG_001000,2025-05-27 07:22:33,ICE,MXP-JED,9,CTMV,6,3,3800.68,33.41,60.96,Clear,36,SHIP_0003,0,0
DG_001001,2025-11-07 12:23:35,ELI,DXB-JED,2.2,Metal,3,2,14398.47,32.1,15.82,Storm,32,SHIP_0098,0,1
DG_001002,2025-04-27 20:40:54,MAG,JFK-JED,9,Fiber,5,1,21703.81,24.53,45.37,Clear,2,SHIP_0133,0,0
DG_001003,2025-06-12 03:52:26,CAO,OSL-JED,9,Metal,3,0,14858.88,-5.64,33.7,Storm,20,SHIP_0201,0,1
DG_001004,2025-04-25 05:44:17,ICE,MXP-JED,1,Metal,3,3,16502.65,3.9,38.97,Clear,10,SHIP_0291,0,0
DG_001005,2025-03-28 17:35:16,CAO,JFK-JED,4,Fiber,1,7,20414.64,21.98,78.89,Clear,11,SHIP_0396,1,1
DG_001006,2025-03-24 03:52:00,MAG,FRA-JED,3,Fiber,7,9,4970.1,25.29,77.08,Rain,47,SHIP_0070,0,1
DG_001007,2025-05-04 10:30:44,ELM,DXB-JED,8,CTMV,1,3,22467.27,47.37,62.69,Clear,22,SHIP_0027,0,0
DG_001008,2025-06-28 11:08:59,RFL,OSL-JED,2.1,Metal,3,1,16693.5,-1.74,44.12,Rain,13,SHIP_0030,1,0
DG_001009,2025-10-18 02:12:44,RFL,HAM-JED,4,Plastic,2,0,36290.7,31.4,81.51,Clear,20,SHIP_0011,0,0
DG_001010,2025-10-08 01:23:39,ICE,FRA-JED,3,CTMV,3,0,18830.77,30.71,65.89,Rain,4,SHIP_0298,0,0
DG_001011,2025-06-21 02:02:44,ICE,OSL-JED,9,Plastic,6,0,2983.04,-11.3,30.73,Clear,39,SHIP_0124,0,0
DG_001012,2025-08-18 13:12:24,ICE,MAA-JED,8,Fiber,5,2,16357.74,11.58,24.91,Rain,6,SHIP_0063,1,0
DG_001013,2025-04-18 07:03:36,RCL,OSL-JED,2.1,Plastic,5,1,21669.75,-13.63,31.37,Clear,27,SHIP_0229,1,0
DG_001014,2025-08-30 00:34:54,ELM,MXP-JED,2.2,Metal,3,1,22356.85,15.39,25.5,Clear,12,SHIP_0147,0,0
DG_001015,2025-11-23 10:56:38,MAG,FRA-JED,1,IBC,2,3,10986.84,32.52,54.12,Clear,43,SHIP_0358,0,0
DG_001016,2025-06-27 02:20:07,RFL,MAA-JED,3,Plastic,6,2,12407.4,41.66,5.08,Clear,24,SHIP_0163,0,0
DG_001017,2025-11-27 17:59:26,CAO,MXP-JED,2.1,Plastic,2,2,7292.04,6.84,54.26,Rain,22,SHIP_0114,0,0
DG_001018,2025-08-04 07:39:04,ELM,FRA-JED,3,Metal,2,10,11661.53,5.56,82.58,Rain,44,SHIP_0051,0,0
DG_001019,2025-06-14 17:31:06,CAO,MAA-JED,2.1,Fiber,4,3,28778.74,29.52,13.37,Clear,13,SHIP_0040,0,0
DG_001020,2025-09-11 08:44:19,RCL,MAA-JED,3,Metal,2,1,8388.81,29.34,49.24,Storm,22,SHIP_0099,0,0
DG_001021,2025-09-26 16:59:34,ELM,MXP-JED,1,IBC,7,0,10608.53,41.55,22.69,Rain,47,SHIP_0103,0,0
DG_001022,2025-09-08 18:30:18,RFL,JFK-JED,2.1,Metal,4,6,18995.86,9.75,69.68,Rain,2,SHIP_0054,0,0
DG_001023,2025-08-18 00:12:30,ELM,FRA-JED,4,Fiber,6,0,3693.77,7.11,76.62,Clear,33,SHIP_0298,0,1
DG_001024,2025-04-01 05:46:20,ICE,JFK-JED,3,Fiber,4,2,19026.06,4.91,74.34,Storm,6,SHIP_0189,0,0
DG_001025,2025-10-19 06:06:20,ELI,HAM-JED,6,Fiber,4,3,7070.44,0.59,70.91,Fog,5,SHIP_0385,0,0
DG_001026,2025-03-16 11:31:45,MAG,DXB-JED,3,Fiber,5,5,11968.69,34.16,25.5,Storm,17,SHIP_0081,0,0
DG_001027,2025-08-15 18:47:56,ELM,MXP-JED,2.1,CTMV,6,2,27806.92,26.86,35.78,Clear,22,SHIP_0388,0,0
DG_001028,2025-07-04 04:15:17,CAO,HAM-JED,2.2,Plastic,5,3,29441.82,36.9,75.53,Clear,22,SHIP_0265,0,0
DG_001029,2025-10-21 11:01:08,RFL,FRA-JED,9,Fiber,5,0,5007.01,19.81,26.94,Clear,42,SHIP_0387,0,0
DG_001030,2025-06-06 05:35:52,CAO,OSL-JED,4,Plastic,4,3,11375.68,-14.39,18.29,Clear,44,SHIP_0115,0,1
DG_001031,2025-03-11 01:04:41,MAG,AMS-JED,4,Metal,2,1,36231.28,20.44,65.68,Storm,12,SHIP_0032,0,0
DG_001032,2025-04-05 11:13:41,RFL,FRA-JED,3,Plastic,1,0,12637.25,33.43,53.84,Extreme Heat,25,SHIP_0084,0,0
DG_001033,2025-05-28 21:43:48,ELI,OSL-JED,2.2,Fiber,3,2,39897.43,-5.09,75.07,Clear,46,SHIP_0230,1,0
DG_001034,2025-11-17 20:54:58,CAO,OSL-JED,2.2,Fiber,7,6,26474.63,-12.61,39.78,Clear,8,SHIP_0272,1,1
DG_001035,2025-10-10 09:14:39,CAO,PVG-JED,8,Fiber,7,4,14446.79,3.75,14.19,Extreme Heat,29,SHIP_0184,0,1
DG_001036,2025-10-15 00:22:56,MAG,MAA-JED,3,Plastic,1,3,21762.88,2.02,35.11,Fog,10,SHIP_0270,0,0
DG_001037,2025-03-09 01:21:41,ICE,MAA-JED,8,Fiber,5,0,9404.5,10.35,59.16,Clear,22,SHIP_0275,1,0
DG_001038,2025-11-17 02:07:06,RCL,AMS-JED,2.1,Metal,4,1,1749.22,32.36,8.69,Storm,20,SHIP_0205,0,0
DG_001039,2025-06-13 16:01:29,MAG,HAM-JED,4,Metal,4,4,3489.03,25.6,16.22,Clear,18,SHIP_0280,0,0
DG_001040,2025-10-10 19:00:40,RFL,HAM-JED,2.2,CTMV,8,8,14945.94,24.99,80.65,Clear,4,SHIP_0044,0,1
DG_001041,2025-03-16 14:59:10,RCL,JFK-JED,2.1,Fiber,4,3,17516.35,26.57,38.13,Fog,25,SHIP_0319,0,0
DG_001042,2025-05-08 00:53:45,ELI,PVG-JED,2.2,Metal,6,4,16733.97,26.63,83.66,Fog,6,SHIP_0108,0,0
DG_001043,2025-08-30 17:23:07,ELM,MAA-JED,3,Metal,2,3,5883.14,11.03,37.52,Clear,33,SHIP_0293,0,0
DG_001044,2025-09-18 13:05:36,ELI,JFK-JED,8,Metal,3,6,4092.47,16.82,8.88,Clear,35,SHIP_0281,0,0
DG_001045,2025-11-09 00:30:30,ICE,DXB-JED,2.1,Plastic,3,10,19852.44,47.3,39.3,Rain,3,SHIP_0241,0,1
DG_001046,2025-08-19 17:52:36,ICE,AMS-JED,8,Fiber,3,0,21873.86,32.51,30.38,Clear,29,SHIP_0103,1,1
DG_001047,2025-06-17 00:36:25,MAG,JFK-JED,9,Fiber,3,5,12633.04,40.84,71.22,Clear,1,SHIP_0390,0,0
DG_001048,2025-05-10 11:36:05,ICE,DXB-JED,8,Plastic,5,0,25698.72,37.59,16.87,Clear,21,SHIP_0240,0,0
DG_001049,2025-10-14 07:40:03,MAG,AMS-JED,3,Metal,6,0,2316.61,28.08,81.06,Clear,28,SHIP_0134,1,0
DG_001050,2025-08-17 06:44:33,RCL,MXP-JED,4,Plastic,3,3,19584.23,34.16,36.45,Rain,28,SHIP_0336,0,0
DG_001051,2025-11-02 12:37:20,ICE,JFK-JED,3,CTMV,6,3,10931.28,31.2,12.02,Rain,35,SHIP_0377,0,0
DG_001052,2025-09-07 23:12:59,CAO,HAM-JED,9,Metal,3,1,5394.81,7.35,20.05,Rain,34,SHIP_0292,0,0
DG_001053,2025-04-05 10:26:27,CAO,MAA-JED,2.2,Metal,5,6,6194.56,2.7,29.23,Rain,32,SHIP_0268,0,0
DG_001054,2025-08-30 12:48:51,MAG,DXB-JED,2.2,CTMV,3,2,7497.16,31.89,37.25,Rain,40,SHIP_0097,0,0
DG_001055,2025-07-14 03:13:55,RFL,PVG-JED,2.1,Fiber,3,6,10588.65,41.6,27.74,Clear,4,SHIP_0386,0,0
DG_001056,2025-08-06 14:04:48,MAG,FRA-JED,3,CTMV,4,3,34764.14,26.8,81.88,Extreme Heat,12,SHIP_0022,0,0
DG_001057,2025-07-08 10:39:33,RFL,MXP-JED,3,Plastic,3,3,17473.26,9.97,28.6,Clear,37,SHIP_0326,0,0
DG_001058,2025-07-03 16:28:47,RCL,AMS-JED,2.1,Metal,4,2,8445.4,22.31,89.76,Rain,22,SHIP_0216,0,0
DG_001059,2025-11-16 06:05:49,ICE,OSL-JED,1,Plastic,2,0,12014.0,-3.44,57.07,Clear,22,SHIP_0123,0,0
DG_001060,2025-04-10 14:56:29,ICE,PVG-JED,2.2,Fiber,4,4,24880.13,11.08,34.18,Clear,50,SHIP_0035,0,0
DG_001061,2025-05-02 10:59:46,ICE,HAM-JED,3,Fiber,7,0,4719.98,31.8,85.05,Fog,23,SHIP_0106,0,0
DG_001062,2025-07-07 01:59:34,CAO,FRA-JED,4,CTMV,5,2,8173.08,0.38,44.04,Clear,36,SHIP_0087,0,0
DG_001063,2025-08-07 20:48:37,CAO,MXP-JED,2.2,Metal,3,3,21093.68,31.56,21.3,Clear,50,SHIP_0103,0,0
DG_001064,2025-11-25 09:30:26,CAO,PVG-JED,2.1,Metal,2,3,2069.31,22.9,70.5,Rain,25,SHIP_0121,0,0
DG_001065,2025-09-09 10:06:21,MAG,HAM-JED,3,Metal,5,6,14855.53,26.44,50.44,Rain,48,SHIP_0063,0,1
DG_001066,2025-06-20 22:23:04,MAG,AMS-JED,2.2,CTMV,2,0,38746.28,28.32,88.85,Storm,22,SHIP_0186,1,1
DG_001067,2025-11-13 07:43:34,ELM,HAM-JED,6,Metal,9,1,20788.81,35.67,17.47,Clear,21,SHIP_0190,0,0
DG_001068,2025-08-03 12:29:07,RCL,FRA-JED,5,CTMV,3,1,43061.18,24.58,72.61,Clear,48,SHIP_0163,0,0
DG_001069,2025-09-30 15:16:19,ICE,PVG-JED,9,CTMV,4,0,20926.31,13.78,47.1,Fog,6,SHIP_0027,0,0
DG_001070,2025-03-15 06:02:31,ICE,AMS-JED,2.2,Plastic,3,7,16461.89,22.38,8.2,Extreme Heat,25,SHIP_0141,0,0
DG_001071,2025-08-24 15:17:05,CAO,MAA-JED,2.1,Metal,3,2,6124.68,21.26,12.67,Clear,48,SHIP_0275,1,0
DG_001072,2025-04-04 04:46:36,ICE,JFK-JED,9,Fiber,7,0,14053.45,30.39,49.56,Clear,47,SHIP_0210,0,0
DG_001073,2025-07-01 03:30:44,CAO,DXB-JED,9,CTMV,4,0,3482.95,36.22,69.93,Clear,2,SHIP_0085,0,0
DG_001074,2025-06-07 00:31:40,ELM,MXP-JED,3,Metal,3,4,12764.61,31.6,71.73,Clear,14,SHIP_0013,0,0
DG_001075,2025-07-04 13:07:48,ICE,FRA-JED,3,Fiber,1,7,21386.61,23.85,43.67,Storm,9,SHIP_0367,0,0
DG_001076,2025-04-15 00:28:03,ELI,MAA-JED,9,Metal,5,0,11290.41,28.17,25.29,Clear,40,SHIP_0039,0,0
DG_001077,2025-08-04 23:11:04,ELM,OSL-JED,5,Plastic,5,8,22621.49,-0.14,75.75,Clear,50,SHIP_0105,0,1
DG_001078,2025-09-16 20:23:04,CAO,OSL-JED,2.2,Fiber,1,2,11292.28,3.13,79.85,Storm,24,SHIP_0358,0,1
DG_001079,2025-03-01 10:43:43,ELI,DXB-JED,8,Metal,4,0,9515.59,31.66,18.3,Clear,29,SHIP_0256,0,0
DG_001080,2025-11-11 09:50:20,RFL,AMS-JED,8,Fiber,2,0,36125.73,30.36,79.55,Clear,50,SHIP_0059,1,0
DG_001081,2025-09-27 17:20:19,ELM,MXP-JED,4,IBC,3,4,35516.19,36.11,19.0,Clear,6,SHIP_0160,0,1
DG_001082,2025-08-27 09:55:53,RCL,OSL-JED,2.1,Plastic,3,1,14292.92,8.13,54.68,Clear,15,SHIP_0181,0,0
DG_001083,2025-08-08 11:44:47,RFL,MXP-JED,3,Plastic,3,2,5855.6,31.31,62.25,Clear,27,SHIP_0380,1,0
DG_001084,2025-03-22 01:13:07,MAG,MXP-JED,3,Metal,6,3,6143.33,9.96,67.32,Fog,45,SHIP_0332,0,1
DG_001085,2025-05-12 20:23:45,ICE,MAA-JED,2.1,Fiber,6,1,11724.97,22.85,60.17,Clear,31,SHIP_0039,0,1
DG_001086,2025-09-18 08:12:19,RFL,DXB-JED,8,Fiber,2,1,3797.88,41.81,18.02,Rain,13,SHIP_0173,0,0
DG_001087,2025-07-19 12:01:40,ELM,AMS-JED,2.1,Plastic,3,2,19833.85,29.83,62.24,Extreme Heat,41,SHIP_0313,0,0
DG_001088,2025-10-28 19:22:05,CAO,AMS-JED,5,Fiber,1,2,16065.37,15.89,73.58,Rain,45,SHIP_0182,0,0
DG_001089,2025-09-10 14:17:32,ELI,AMS-JED,9,Metal,3,3,27362.1,0.4,76.82,Rain,16,SHIP_0372,0,1
DG_001090,2025-10-29 21:13:55,MAG,OSL-JED,2.2,Plastic,3,3,13385.44,5.66,6.14,Clear,12,SHIP_0217,0,1
DG_001091,2025-08-19 16:07:13,MAG,PVG-JED,5,CTMV,4,0,10471.72,33.39,19.73,Rain,50,SHIP_0145,0,0
DG_001092,2025-03-21 01:03:23,RFL,AMS-JED,3,CTMV,3,3,5749.46,13.82,44.78,Clear,13,SHIP_0233,0,0
DG_001093,2025-05-19 01:18:01,MAG,JFK-JED,2.1,CTMV,3,3,29130.84,15.98,91.84,Clear,48,SHIP_0186,0,0
DG_001094,2025-06-12 17:08:40,RFL,DXB-JED,2.1,CTMV,6,1,14090.0,38.3,68.25,Extreme Heat,21,SHIP_0347,0,0
DG_001095,2025-09-30 07:05:53,ICE,MXP-JED,2.2,CTMV,5,1,12136.6,27.98,92.09,Clear,7,SHIP_0069,0,0
DG_001096,2025-04-20 21:07:54,ELI,DXB-JED,2.2,Plastic,4,1,14676.37,45.72,43.37,Extreme Heat,45,SHIP_0303,0,0
DG_001097,2025-06-20 20:37:34,ELI,AMS-JED,8,Plastic,6,1,5791.53,16.99,89.04,Clear,12,SHIP_0298,0,0
DG_001098,2025-08-18 03:32:16,CAO,MAA-JED,8,IBC,5,0,3391.06,37.04,81.69,Rain,46,SHIP_0392,0,1
DG_001099,2025-11-27 04:09:43,MAG,MAA-JED,9,Metal,9,0,29532.76,26.32,58.42,Clear,28,SHIP_0043,0,1
DG_001100,2025-09-05 05:50:29,ELM,DXB-JED,5,CTMV,2,2,8722.23,36.38,36.92,Clear,37,SHIP_0187,0,0
DG_001101,2025-04-17 03:46:23,ELI,JFK-JED,4,Plastic,2,2,10397.6,22.97,14.22,Rain,47,SHIP_0189,0,0
DG_001102,2025-03-12 05:04:57,RFL,JFK-JED,9,Plastic,6,2,11534.44,9.24,59.73,Rain,30,SHIP_0347,0,0
DG_001103,2025-10-31 16:13:59,CAO,AMS-JED,2.1,Metal,7,3,14456.18,34.74,79.96,Storm,9,SHIP_0195,0,0
DG_001104,2025-10-23 11:05:42,RCL,FRA-JED,3,Metal,3,8,36157.08,32.63,75.84,Rain,28,SHIP_0246,0,0
DG_001105,2025-06-01 22:24:50,CAO,JFK-JED,2.1,IBC,3,1,6221.39,32.63,82.46,Storm,32,SHIP_0394,0,1
DG_001106,2025-05-01 12:11:29,CAO,PVG-JED,2.1,CTMV,9,2,10997.84,23.12,68.58,Fog,45,SHIP_0321,1,1
DG_001107,2025-06-29 16:24:04,ELI,FRA-JED,3,Metal,5,4,26844.79,40.62,46.48,Storm,34,SHIP_0075,1,0
DG_001108,2025-09-30 22:11:30,RFL,OSL-JED,2.1,Metal,6,0,6970.73,-10.63,72.56,Clear,39,SHIP_0130,1,1
DG_001109,2025-03-06 07:27:18,ELM,AMS-JED,3,CTMV,5,4,9761.41,23.6,87.04,Clear,42,SHIP_0081,0,1
DG_001110,2025-10-01 11:21:22,RFL,AMS-JED,9,Fiber,4,1,17866.68,31.01,7.82,Clear,35,SHIP_0041,1,1
DG_001111,2025-08-06 10:44:55,MAG,MXP-JED,1,Metal,5,3,13586.79,36.37,13.04,Storm,21,SHIP_0027,0,0
DG_001112,2025-04-06 04:46:21,RCL,HAM-JED,9,IBC,5,1,21464.76,37.38,83.67,Extreme Heat,8,SHIP_0136,0,0
DG_001113,2025-05-27 06:21:42,RFL,HAM-JED,9,Fiber,3,8,17333.36,37.67,84.39,Clear,36,SHIP_0396,0,0
DG_001114,2025-04-14 01:32:03,CAO,AMS-JED,2.2,Plastic,9,5,16287.08,38.06,8.62,Clear,7,SHIP_0281,0,1
DG_001115,2025-08-27 05:00:21,RCL,JFK-JED,4,Fiber,6,1,13594.95,16.16,75.45,Clear,36,SHIP_0033,0,0
DG_001116,2025-04-15 14:51:49,CAO,MAA-JED,2.1,Fiber,3,3,2315.32,14.57,67.91,Clear,36,SHIP_0211,0,0
DG_001117,2025-11-07 13:05:30,MAG,MAA-JED,2.2,Metal,0,6,10897.67,8.85,74.49,Clear,5,SHIP_0215,0,1
DG_001118,2025-04-29 19:06:53,RFL,PVG-JED,3,Plastic,4,1,10977.89,20.62,87.97,Clear,25,SHIP_0343,0,0
DG_001119,2025-09-10 13:11:46,CAO,PVG-JED,2.2,Plastic,7,2,13757.45,2.86,66.43,Clear,47,SHIP_0307,0,0
DG_001120,2025-06-22 08:20:48,RCL,MAA-JED,1,Fiber,6,2,2793.25,18.8,66.12,Clear,49,SHIP_0018,1,1
DG_001121,2025-09-14 15:01:51,ICE,FRA-JED,5,Fiber,2,0,17683.69,20.35,51.73,Clear,7,SHIP_0335,0,0
DG_001122,2025-11-29 22:54:46,ICE,HAM-JED,2.1,Fiber,2,1,7356.57,22.53,48.34,Rain,23,SHIP_0301,0,0
DG_001123,2025-06-15 04:30:17,CAO,PVG-JED,5,Fiber,1,10,10063.03,10.37,41.81,Rain,47,SHIP_0396,0,0
DG_001124,2025-08-09 08:39:02,RFL,AMS-JED,2.1,Metal,10,2,6063.91,36.31,33.02,Clear,39,SHIP_0123,0,0
DG_001125,2025-09-04 09:13:19,RCL,FRA-JED,2.1,Metal,1,0,12693.07,5.1,14.38,Storm,33,SHIP_0024,0,0
DG_001126,2025-08-31 09:24:26,ICE,OSL-JED,2.1,Fiber,1,2,16710.43,10.03,35.04,Clear,23,SHIP_0058,0,1
DG_001127,2025-06-03 15:44:12,ELI,AMS-JED,1,Fiber,3,1,7118.73,17.14,41.79,Clear,23,SHIP_0389,0,0
DG_001128,2025-08-25 09:33:30,RCL,MAA-JED,1,Fiber,3,5,13494.44,2.04,21.95,Clear,34,SHIP_0271,0,0
DG_001129,2025-10-01 02:09:46,ELI,MAA-JED,5,Metal,7,1,13944.57,16.58,87.77,Rain,38,SHIP_0115,1,0
DG_001130,2025-04-26 04:09:39,RCL,OSL-JED,9,Metal,3,2,10277.63,-3.99,74.4,Clear,25,SHIP_0339,0,0
DG_001131,2025-07-27 23:16:50,CAO,MAA-JED,3,Metal,6,0,23625.22,21.01,9.06,Clear,14,SHIP_0090,1,0
DG_001132,2025-05-14 00:37:02,ICE,MXP-JED,9,Metal,5,2,15523.75,21.95,59.02,Clear,45,SHIP_0244,1,0
DG_001133,2025-10-19 18:36:14,RCL,AMS-JED,3,Metal,8,2,27819.44,7.74,60.22,Clear,45,SHIP_0343,0,0
DG_001134,2025-09-14 09:08:54,ELM,AMS-JED,2.2,Plastic,3,2,3343.3,33.28,67.92,Clear,22,SHIP_0305,0,0
DG_001135,2025-04-23 00:20:59,MAG,HAM-JED,3,CTMV,5,6,13569.06,22.01,55.55,Fog,31,SHIP_0389,0,1
DG_001136,2025-03-28 02:40:37,ICE,OSL-JED,9,Plastic,5,8,15822.63,-13.53,54.58,Fog,38,SHIP_0155,0,0
DG_001137,2025-06-16 06:48:44,CAO,OSL-JED,2.1,CTMV,3,5,23929.86,10.97,31.63,Clear,19,SHIP_0074,0,1
DG_001138,2025-08-09 03:32:37,MAG,MAA-JED,6,CTMV,4,1,23236.07,33.31,24.86,Rain,27,SHIP_0357,0,0
DG_001139,2025-07-10 23:52:00,ICE,MXP-JED,9,Fiber,4,1,9827.09,1.78,63.49,Fog,25,SHIP_0399,0,0
DG_001140,2025-09-14 04:27:29,RCL,DXB-JED,9,Metal,5,3,12060.51,37.9,87.92,Rain,48,SHIP_0181,0,0
DG_001141,2025-06-12 18:13:46,ICE,JFK-JED,2.1,Fiber,7,2,15001.58,30.46,12.49,Rain,10,SHIP_0143,0,0
DG_001142,2025-03-01 23:54:35,ELI,AMS-JED,9,Metal,4,3,27258.27,22.9,24.8,Clear,26,SHIP_0334,0,0
DG_001143,2025-06-18 20:15:01,ICE,HAM-JED,4,Metal,3,2,11019.38,20.77,10.72,Clear,40,SHIP_0085,0,0
DG_001144,2025-06-24 22:44:31,RCL,JFK-JED,8,Plastic,3,3,18432.53,39.98,41.77,Clear,27,SHIP_0072,0,1
DG_001145,2025-10-14 22:39:21,RFL,FRA-JED,8,Metal,5,2,9349.28,24.43,83.92,Clear,27,SHIP_0162,1,0
DG_001146,2025-10-12 05:16:39,RCL,MXP-JED,2.2,Metal,2,4,11742.87,8.86,72.61,Clear,38,SHIP_0008,0,0
DG_001147,2025-11-12 07:05:37,ICE,FRA-JED,6,Metal,9,2,4444.0,27.28,41.1,Rain,13,SHIP_0110,0,0
DG_001148,2025-09-07 03:46:43,ELM,AMS-JED,9,Plastic,3,3,16074.77,17.75,30.58,Extreme Heat,20,SHIP_0077,1,0
DG_001149,2025-04-27 17:00:34,MAG,OSL-JED,9,Metal,2,2,14015.91,-2.6,94.58,Extreme Heat,15,SHIP_0054,0,0
DG_001150,2025-08-21 10:07:24,ELI,AMS-JED,1,Fiber,4,4,15677.13,8.07,28.95,Clear,1,SHIP_0036,0,0
DG_001151,2025-09-26 03:56:05,RCL,JFK-JED,2.1,Metal,2,2,22414.54,25.66,81.73,Clear,49,SHIP_0250,1,0
DG_001152,2025-09-05 02:23:20,ELI,MXP-JED,2.1,IBC,2,1,5958.53,1.88,31.32,Storm,47,SHIP_0229,0,0
DG_001153,2025-07-13 00:47:17,ICE,FRA-JED,2.2,Metal,6,4,12250.5,10.18,85.17,Extreme Heat,29,SHIP_0008,0,1
DG_001154,2025-07-08 02:33:53,MAG,PVG-JED,3,Metal,10,0,7556.76,27.95,85.56,Fog,35,SHIP_0091,0,1
DG_001155,2025-10-01 08:14:35,RCL,MXP-JED,3,CTMV,3,0,19730.19,30.05,13.68,Clear,39,SHIP_0018,0,0
DG_001156,2025-09-28 01:08:07,ICE,HAM-JED,4,Metal,2,2,7835.1,18.04,69.34,Clear,7,SHIP_0119,1,0
DG_001157,2025-07-25 11:51:09,ICE,OSL-JED,5,IBC,7,2,22676.85,11.18,82.56,Clear,4,SHIP_0098,1,0
DG_001158,2025-08-24 20:07:09,RCL,MAA-JED,3,Metal,4,3,22385.15,13.4,35.0,Fog,34,SHIP_0159,0,0
DG_001159,2025-07-03 23:10:56,RFL,DXB-JED,3,IBC,4,3,21786.85,49.96,37.27,Storm,29,SHIP_0301,0,0
